label,text,length,clean_text
1,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,154,want xmas free text messages new video phone half price line rental call free find
0,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",92,well officially philosophical hole wan na call home ready saved
0,Its going good...no problem..but still need little experience to understand american customer voice...,102,going good problem still need little experience understand american customer voice
0,I'll text you when I drop x off,31,text drop
0,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,77,ugh long day exhausted want cuddle take nap
0,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,139,talk atleast day otherwise miss best friend world shakespeare shesil lt gt
1,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",156,shop till drop either cash travel voucher call ntt po box cr bt fixedline cost ppm mobile vary
0,Are you in castor? You need to see something,44,castor need see something
1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,136,sunshine quiz wkly win top sony dvd player know country liverpool played mid week txt ansr sp tyrone
1,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,132,secret admirer looking make contact find reveal thinks ur special call
1,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,143,secret admirer looking make contact find reveal thinks ur special call stopsms
1,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,127,reminder downloaded content already paid goto http doit mymoby tv collect content
0,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",276,see knew giving break times woul lead always wanting miss curfew gon na gibe til one midnight movie gon na get til need come home need getsleep anything need studdying ear training
0,I love to give massages. I use lots of baby oil... What is your fave position?,78,love give massages use lots baby oil fave position
0,Dude we should go sup again,27,dude go sup
0,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,79,yoyyooo know change permissions drive mac usb flash drive
0,Gibbs unsold.mike hussey,24,gibbs unsold mike hussey
0,I like to talk pa but am not able to. I dont know y.,52,like talk pa able dont know
0,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,68,dun cut short leh dun like ah failed quite sad
0,You unbelievable faglord,24,unbelievable faglord
0,Wife.how she knew the time of murder exactly,44,wife knew time murder exactly
0,Why do you ask princess?,24,ask princess
0,I am great princess! What are you thinking about me? :),55,great princess thinking
0,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,62,nutter cutter ctter cttergg cttargg ctargg ctagg ie
0,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,104,ok noe busy really bored msg oso dunno wat colour choose one
0,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,87,class early tomorrow thus trying smoke lt gt
0,"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)",148,superb thought grateful dont everything want means still opportunity happier tomorrow today
0,Hope you are having a good week. Just checking in,49,hope good week checking
0,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",154,used hope agents drop since booked things year whole boston nyc experiment
0,"Thursday night? Yeah, sure thing, we'll work it out then",56,thursday night yeah sure thing work
1,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",158,free ringtone waiting collected simply text password mix verify get usher britney fml po box mk ppw
0,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,126,probably money worries things coming due several outstanding invoices work two three months ago
0,How is it possible to teach you. And where.,43,possible teach
0,"I wonder if your phone battery went dead ? I had to tell you, I love you babe",77,wonder phone battery went dead tell love babe
0,Lovely smell on this bus and it ain't tobacco... ,49,lovely smell bus tobacco
0,"We're all getting worried over here, derek and taylor have already assumed the worst",84,getting worried derek taylor already assumed worst
0,Hey what's up charles sorry about the late reply.,49,hey charles sorry late reply
1,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",162,lastest stereophonics marley dizzee racal libertines strokes win nookii games flirt click themob wap bookmark text wap
0,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,79,give plus said grinule greet whenever speak
0,WHITE FUDGE OREOS ARE IN STORES,31,white fudge oreos stores
1,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",155,january male sale hot gay chat cheaper call national rate min cheap min peak stop texts call min
0,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,146,love come took long leave zaher got words ym happy see sad left miss
0,I am sorry it hurt you.,23,sorry hurt
0,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,160,feel nauseous pissed eat sweets week cause today planning pig dieting week hungry
0,Ok lor but not too early. Me still having project meeting now.,62,ok lor early still project meeting
0,"Call me da, i am waiting for your call.",39,call da waiting call
0,I could ask carlos if we could get more if anybody else can chip in,67,could ask carlos could get anybody else chip
0,Was actually about to send you a reminder today. Have a wonderful weekend,73,actually send reminder today wonderful weekend
0,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",148,people see msgs think iam addicted msging wrong bcoz know iam addicted sweet friends bslvyl
0,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,88,hey gave photo registered driving ah tmr wan na meet yck
0,Dont talk to him ever ok its my word.,37,dont talk ever ok word
0,When u wana see it then,23,wana see
0,On ma way to school. Can you pls send me ashley's number,56,way school pls send ashley number
0,It shall be fine. I have avalarr now. Will hollalater,53,shall fine avalarr hollalater
0,She went to attend another two rounds today..but still did't reach home..,73,went attend another two rounds today still reach home
0,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,80,actually deleted old website blogging magicalsongs blogspot com
0,"K, wait chikku..il send aftr  &lt;#&gt; mins",44,wait chikku il send aftr lt gt mins
0,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,92,diet ate many slices pizza yesterday ugh always diet
0,K:)i will give my kvb acc details:),35,give kvb acc details
0,Oh all have to come ah?,23,oh come ah
1,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,139,money lucky winner claim prize text money million give away ppt normal text rate box jy
0,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),106,really sorry able friday hope find alternative hope yr term going ok
0,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,103,congratulations ore mo owo wa enjoy wish many happy moments fro wherever go
0,So do you have samus shoulders yet,34,samus shoulders yet
0,What time you think you'll have it? Need to know when I should be near campus,77,time think need know near campus
1,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",158,dear matthew please call landline complimentary lux tenerife holiday cash await collection ppm sae cs box sk xh
0,Then dun wear jeans lor...,26,dun wear jeans lor
0,"Since when, which side, any fever, any vomitin.",47,since side fever vomitin
0,K:)k.are you in college?,24,college
1,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",148,urgent call landline complimentary tenerife holiday cash await collection sae cs box hp yf ppm
0,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,133,better made friday stuffed like pig yesterday feel bleh least writhing pain kind bleh
0,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),126,sell tons coins sell coins someone thru paypal voila money back life pockets
0,Theyre doing it to lots of places. Only hospitals and medical places are safe.,78,theyre lots places hospitals medical places safe
1,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),132,getting touch folks waiting company txt back name age opt enjoy community sms
